,rating,ulasan,label
310,5/5,"Sangat puas menginap disini. Meski pintu masuknya terletak di Jalan Malioboro, namun ketika masuk, fasilitas yang ada sudah lengkap. Stafnya ramah, kamarnya bersih, saya menginap 2 malam disini dan menu sarapannya banyak berubah, jadi tidak bosan. Lokasinya dekat dengan Jalan Malioboro jadi bisa jalan-jalan",Positif
311,4/5,"Hotelnya tergolong baru, lokasi sangat strategis persis di samping mal Malioboro, parkir di jalan kecil sebelah hotel, parkir terbatas, bisa pakai valet, hotel bersih, menu sarapan cukup bervariasi, harga cukup mahal di akhir pekan.",Positif
312,5/5,"semuanya baik-baik saja, kami sekeluarga menginap di Aveta minimal 2 bulan sekali yang masih bukan makan pagi yang baik apalagi mie aceh rasanya kurang enak banget",Negatif
313,5/5,"Minusnya hotel ini parkir mobilnya, selebihnya OK BGT...hotelnya strategis persis di samping Yogya Mall dan sekitar Malioboro. Kamar yang dipesan bisa menampung 4 orang, sarapannya enak. DIREKOMENDASIKAN",Positif
314,3/5,Hotelnya bagus..tapi pas ada acara di Maluoboro kendaraan kita tidak bisa masuk jalan menuju hotel karena tutup lebih awal,Positif
315,5/5,"Kamarnya bersih, akses kemana-mana mudah, pelayanannya juga bagus.. Saya sudah dua kali menginap disini, dan sekali lagi, menu breakfeastnya enak, semua tersedia",Positif
316,4/5,"Suka banget sama hotel ini karena lokasi, kamar dan pelayanannya memadai, sekedar saran lebih diperhatikan lagi kebersihan balkonnya dan di sekitar balkon ada bangunan/tempat yang terlihat kotor kalau duduk di balkon, banyak sampah yang ditumbuhi tanaman liar, sehingga mengurangi keindahan pemandangan.",Positif
317,5/5,"Lokasi strategis di malioboro, pelayanan ramah senyum, fast respon, care. Namun sayang ada kerak di shower yang seharusnya bisa dibersihkan.",Positif
318,3/5,Kamarnya luas tapi maaf berdebu dan kotor banget terutama kolong meja dan kursi. Anak saya menjadi rewel karena bermain di lantai. Air panasnya juga kurang panas. Pelayanannya cukup memuaskan.,Positif
319,4/5,"Hotelnya bersih, stafnya ramah (mas firdaus) sarapannya enak. Lokasi strategis karena berada di Jalan Malioboro. Bisa dijadikan rekomendasi bagi yang ingin berlibur di pusat kota Jogya.",Positif
320,5/5,"Hotelnya sangat strategis, dekat dengan Malioboro dan dekat dengan Malioboro Mall. Terima kasih kepada tim security yang telah membantu menjemput saya di Jalan Mataram, terutama Pak Dedy yang menjemput saya dan membawakan barang-barang saya dan sudah vale. Next kalau liburan ke jogja saya akan menginap di Aveta. Terima kasih Aveta.",Positif
321,5/5,Kamarnya bersih dan nyaman. Layanan yang diberikan oleh staf luar biasa. Semua staf juga ramah dan ramah menjawab semua pertanyaan yang kami ajukan. Lokasinya berada di jantung Malioboro. Semuanya bagus di hotel ini. Terima kasih kepada semua staf atas layanan mereka.,Positif
322,5/5,"Lokasi sangat dekat dengan Jalan Malioboro.. Cocok untuk liburan keluarga.. Terima kasih kepada team Aveta, Firdaus Renata Isa dan seluruh team Aveta Hotel..",Positif
323,5/5,"Tempat menginap yang nyaman, terdapat kolam renang yang sangat cocok untuk bersantai setelah perjalanan jauh, pelayanan terbaik diberikan oleh para staf, kamar tertata rapi, lokasi strategis",Positif
324,5/5,"Hotel di tengah kota, dari kesenian, makanan dan minuman hotelnya enak, fasilitasnya memadai, pegawainya ramah-ramah, pokoknya baik, terima kasih pak Firdaus atas pelayanannya kepada saya.. Saya rekomendasikan hotelnya...",Positif
325,5/5,"Terima kasih Aveta Hotel Malioboro, tidak pernah bosan bolak balik kesini, info dan pelayanan numero uno, Terima kasih sudah melayani saya dengan senang hati mas Firdaus, Mba Silvi dan Mba Renata ?? semua team sangat ramah dan sopan??",Positif
326,5/5,"Semua karyawan Aveta ramah. Kamar bersih, tempat tidur bersih, kamar mandi bersih, air panas lancar, parkir dalam luas. Saya akan kembali lagi jika berlibur ke Jogja karena lokasi hotel sangat strategis di sebelah Malioboro Mall. Sukses truss aveta",Positif
327,4/5,"Lokasi: Terletak di sebelah Malioboro MallInterior: Dihiasi berbagai macam lukisan sehingga cukup menarik dan instagrammableKamar: Kamar memadai di tengah kotaFasilitas: Parkir cukup untuk menampung sepeda motor dan beberapa mobil di basement, WiFiSuasana: Ramai saat keluar hotelPelayanan: Ramah, cepatHarga: Standar hotel pada umumnyaPembayaran: Tunai, Qris, DebitBagi yang belum pernah ke sini sangat disarankan untuk mencoba tempat ini",Positif
328,4/5,"Lokasi sangat strategis, kamar bersih dan nyaman, pelayanan bagus namun harga cukup mahal",Positif
329,5/5,"Wah, hotel ini patut untuk dicoba. Budget yang dikeluarkan sesuai dengan pihak hotel. kamarnya nyaman banget dan kolam renangnya juga. Kalau disuruh menginap, mau dikasih budgetnya?? direkomendasikan????",Positif
330,5/5,"Hotel yang bagus dengan layanan hebat. Hotelnya bagus dan bersih, mereka bahkan mengejutkan kami dengan sambutan hangat. Kudos to Mrs Silvia, portir dan satpam (maaf saya lupa namanya), kalian semua melakukan pekerjaan ekstra dengan sangat baik! Saya pasti akan merekomendasikan hotel ini kepada keluarga dan teman. Pasti akan kembali lagi! Dua jempol ????????",Positif
331,5/5,"Hotelnya sangat bersih, nyaman. Sarapannya juga oke. Pelayanannya juga sangat ramah Ini sangat direkomendasikan",Positif
332,5/5,"Menginap di hotel ini sangat menyenangkan, staf sangat ramah dan membantu. Ruangan itu bersih dan memiliki semua yang kami butuhkan. Jalan menuju hotel ditutup pada malam hari, tetapi ada rute lain menuju hotel, jadi harap berhati-hati.",Positif
333,3/5,"1. Kamar cukup bersih2. Perlu lebih ditingkatkan pemeliharaannya, agar floor drain yang tersumbat tidak terjadi lagi.3. Petugas housekeeping harus lebih teliti dalam bekerja, setelah memperbaiki saluran air yang tersumbat, tapak sepatu harus dibersihkan, keset basah juga harus diganti, tanpa harus diminta.4. Bagi yang bawa mobil, petunjuk masuk hotelnya kurang jelas, harus tanya ke orang, jalan masuk ke hotel juga sempit, kalau lewat harus bergantian, tempat parkir sangat minim, keluar masuk susah kalau banyak kendaraan. Kendaraan harus diberi valet dan diparkir di tempat lain jika area parkir penuh. Petugas valetnya tidak jelas. Nah, soal parkir mobil, hal ini memang perlu disikapi dengan serius.",Negatif
334,1/5,"Menang di jalan utama Malioboro. Parkirnya sangat kurang. Resepsionisnya ada di lantai 8, jadi dari parkiran naik dulu pakai lift, lalu turun lagi. Check in jam 3, banyak tamu yang belum tahu kalau check in jam 3 sore, semuanya diprioritaskan. Tapi tetap saja tidak bisa check-in lebih awal dari jam 3 sore. Restoran kecil. Kolam renang tidak terawat",Negatif
335,4/5,Tempat tidurnya sangat nyaman. Kamar terawat dengan baik. Sarapan sudah disiapkan dengan cukup. Secara keseluruhan pengalaman menginap yang bagus,Positif
336,5/5,"Hotelnya bagus dan strategis, lokasinya pas banget di kawasan jalan utama Malioboro jadi tidak perlu naik kendaraan untuk menuju kesana. Dekat dengan Stasiun Tugu, sekitar 10-15 menit dari Jalan Tugu jika berjalan kaki. Hotelnya berada di sebelah selatan mal Malioboro, cocok sekali untuk wisata kuliner karena hotel ini berada di jantung kota Yogya. Stafnya juga baik dan ramah, kalau minta tolong cepat direspon. Oh iya, resepsionisnya ada di lantai 8.",Positif
337,5/5,"Benar-benar di tengah pusat Malioboro, dekat sekali dengan stasiun Tugu, kanan kiri ada pertokoan Malioboro. lebih dekat ke teras malioboro 2. Hotelnya dekat sekali dengan mal malioboro. Beneran, kesan menginap disini bagus banget, pegawainya ramah, sarapannya enak, kamarnya luas, bersih (setiap hari pasti dibersihkan oleh cleaning service). Kalau ke jogja lagi bakal menginap disini??",Positif
338,5/5,"Saya suka hotelnya terlihat mewah, kamar mandinya bagus karena bersih dan fasilitasnya lengkap. Karena dekat dengan Malioboro Mall jadi enak kemana-mana. Kolam renangnya luas dan dibersihkan secara berkala sehingga nyaman saat berenang. Layanan ini adalah yang terbaik!",Positif
339,5/5,"Tinggal di hotel ini dua kali bersama keluarga saya. Lokasinya strategis depan Malioboro. Kamarnya nyaman dan kebetulan ada balkonnya. Pelayanannya baik, ramah. Cuma parkir mobilnya sempit dan harus masuk gang.",Positif
340,1/5,"Keluar masuk tempat parkir mobil sangat sulit karena terdapat pedagang di area keluar masuk tempat parkir mobil. Apalagi jika ada yang masuk dan keluar secara bersamaan, harus mundur ke jalan sempit. Hati-hati jika mobil Anda tergores. Biaya pengecatan mobil setara dengan menginap di sini. Pihak hotel tidak akan bertanggung jawab. Satpam juga hanya melakukan apa yang diperlukan untuk menjaga orang-orang yang malas. Mohon segera diperbaiki akses keluar masuk tempat parkir karena ini krusial. Jangan asal fotonya bagus tapi ternyata kurang memuaskan. jika tidak maka masyarakat yang bertahan akan menyesal dan kehilangan pelanggan serta bisa bangkrut.",Negatif
341,5/5,"Hotelnya tepat di Jalan Malioboro, bersebelahan dengan mall. Terdiri dari 8 lantai, tapi cukup unik karena resepsionisnya ada di lantai paling atas jadi pas check in udah gak sabar nyari resepsionisnya dan gak ada yang nanya?? overall bagus, kamarnya nyaman, ada TV kabel, sarapannya variatif dan enak, kolam renangnya bagus. Mungkin kamarnya perlu diperbaiki kalau bisa dibuat kedap air karena suara orang dari luar dan dari kamar sebelah masih terdengar di dalam kamar.",Positif
342,5/5,"Pertama kali menginap disini, cukup berkesan karena keramahan pelayanan, kebersihan dari berbagai sudut, mungkin bisa ditambah 1 bintang lagi karena recomended bagi yang sedang berlibur dan mencari hotel di kawasan Malioboro, lokasinya juga strategis sebelah Malioboro Mall. Sampai jumpa lagi, semoga bisa berkunjung kesini, mohon maaf jika membuat keributan atau kekacauan karena sedang berlibur bersama si kecil.",Positif
343,5/5,"Lokasi yang strategis nyaman jika ingin membawa keluarga staycation disini, pelayannya sangat ramah, kamar hotelnya bersih dan rapi. Recomended buat kalian yang mau staycation disini",Positif
344,1/5,"Hotelnya tidak mempunyai fasilitas yang memadai, percuma kalau saya bayar banyak disini, pelayanannya jelek banget, toiletnya jorok seperti kandang sapi, toiletnya mampet, air kotornya mana? Saya hanya akan menyerah pada hotel ini??????????",Negatif
345,5/5,"Menginap dua hari/malam di kamar yang berbeda. Keren, sedikit saran saja di kamar mandi, alangkah baiknya jika ada pembatas (pintu kaca/tirai plastik) agar air yang digunakan di kamar mandi terhalang dan tidak membuat kamar wastafel becek banget.",Positif
346,4/5,"Lokasinya berada di tengah kawasan Malioboro, jadi lebih mudah jika ingin jalan-jalan di sekitar Malioboro????. Hanya saja lokasinya harus masuk gang, jadi harus pelan pelan kalau mau ke hotel. Apalagi jika Anda membawa kendaraan berukuran besar. Parkir juga terbatas, jadi bantu fasilitas Valet hotel, staffnya baik banget????. Kamarnya keren karena umurnya baru 3 tahun. Hanya saja ruangan/restoran untuk sarapan terbatas. Jadi kalau weekend harus antri untuk sarapan (menginap tanggal 25-27 Mei), bahkan ada penumpukan di luar lift depan resepsionis untuk masuk untuk sarapan (mohon perhatian dari pihak pengelola????). Resepsionis dan restoran untuk sarapan di lantai 8, room sy lt. 5, lobi lumpur. 1",Positif
347,2/5,"Kamar dan lokasi oke, no komplain, tapi untuk sarapan harus antri (?). Pertama kali saya mengalaminya. Tidak akan kembali ke sini.",Negatif
348,5/5,Nyaman sekali menginap disini karena strategis dan mudah mencari oleh-oleh serta makanannya yang enak. Pelayanan ramah oleh mbak silvia,Positif
349,4/5,"Akomodasi yang cocok dan cocok karena berada di tengah kota jogja, cocok banget untuk menginap bersama keluarga karena ada fasilitas kolam renang yang bisa digunakan untuk anak-anak Kamarnya rapi, bersih",Positif
350,5/5,"Pelayanan tim FO & BQT baik banget, lokasi dekat malioboro, kamar luas dan bersih, Bfast enak banget. Menunya sangat luas. Pelayanan Kak Firdaus & Silvia ??????????????????",Positif
351,4/5,"Kamarnya bikin betah berlama-lama huhuhuhu, kamarnya bersih dan terang, jadi nyaman untuk tidur. Selain itu, stafnya juga sangat membantu saat dimintai bantuan. Ini akan menjadi pilihan setiap ke Jogja karena pengalaman pertama sangat memuaskan.",Positif
352,2/5,"Untuk fasilitas kamarnya, AC-nya bagus, AC-nya juga full dingin, harga terjangkau, tapi yang bikin kecewa banget karena baru pertama kali coba menginap disini, pelayanannya kurang oke, sumpah jam 14.00 sudah sampai, di janjian nunggu kamar sebelum jam 15.00, harus segera kesana, jadi ke jalan kedua dst, Malioboro Mall, sebelah hotel sampai jam 15.00. Saya dihubungi dan akhirnya saya langsung menuju hotel, saya disuruh menunggu lagi sampai jam 15.30, saya mau menunggu sampai 1,5 jam, saya minta ditingkatkan pelayanan hotelnya, saya kecewa banget karena bawa balita juga, jadi kapok banget menginap disini.",Negatif
353,2/5,"Kamarnya bagus, luas, bersih. Untuk situasi pandemi sarapan pagi perlu dipikirkan kembali, di awal saat check in disuruh sarapan dibagi beberapa jam, nyatanya semua pengunjung datang bersamaan, duduk, bahkan hanya ada yang duduk tanpa makanan, hanya menunggu rombongan, petugas diberi laporan kurang tanggap, hanya berdiri saja tanpa berani mengambil tindakan. Kenapa tidak seperti hotel lain yang sarapannya bisa diantar ke kamar atau kalau mau pakai satu jam stafnya perlu lebih tegas.",Negatif
354,1/5,"Pelayanan BURUK dari pertama datang, udah capek jauh perjalanan, dikasih tahu ada masalah setting kunci, harus nunggu 30 menit, WIFI SANGAT LAMBAT, mungkin malah di pagi hari, HOUSEKEEPING STAFFNYA TIDAK BERWARNA, dan langsung buka pintu pas mau bersihin kamar, padahal pas diketuk pintunya, aku bilang sebentar karena waktu itu aku lagi nunggu anakku sampe nangis karena staff housekeeping nanya jam berapa mereka ingin dibersihkan. Seharusnya pintu kamar saya tidak langsung dibuka, di hotel lain saya telepon dulu kalau mau kamar dibersihkan, SAAT MEMBERSIHKAN KAMAR TERLALU LAMA, LAMPU KAMAR kadang mati terus, sprei dan selimut ada noda dan kurang bersih.. HOTEL TERBURUK SAYA!!!",Negatif
355,5/5,"Sangat direkomendasikan jika Anda ingin menginap di Jogja, apalagi jika Anda lebih menyukai kedekatan dengan stasiun kereta api dan pusat perbelanjaan. Kamarnya sangat bagus, dan lorong serta kamarnya memiliki aroma yang menyenangkan.",Positif
356,4/5,Lokasi sangat strategis bersebelahan dengan Malioboro Mall di tengah pusat kota Jogja. Ada kafe untuk minum kopi dan juga restoran. Kamar hotelnya bersih dan fasilitasnya lengkap. Sarapannya luar biasa dan sangat enak dengan menu yang bervariasi.,Positif
357,5/5,"Hotel dengan gedung baru, lokasi sangat strategis. Keluar dari hotel langsung dari Malioboro. Kamarnya bagus, bersih, AC-nya dingin. Kekurangannya hanya lokasi menuju parkiran harus melalui gang sempit. Kamar yang sama tidak kedap suara. Jadi kalau ada tamu desa seperti ibu-ibu di sebelah kamar saya yang jam 12 malam masih teriak-teriak dan berlarian di sekitar kamar hotel, sangat mengganggu. Yang terpenting hotel ini sangat ketat menerapkan protokol kesehatan di tengah pandemi ini.",Positif
358,5/5,"Lokasi utama di Jalan Malioboro, sebelah mall. Banyak makanan, makanan ringan di sekitar hotel. Kamar bersih, besar dan luas, juga memiliki mini bar gratis (2 jus jeruk, oreo, dan sebungkus keripik) untuk hadiah selamat datang. Tempat tidur king besar, kamar mandi besar. Sarapannya lezat dengan banyak makanan untuk dipilih, termasuk benang peri dan popcorn. Secara keseluruhan tempat ini luar biasa",Positif
359,5/5,"Hotelnya nyaman, hotel baru yang jenis sarapannya beragam, mulai dari makanan tradisional Indonesia, western, banyak dessert dan snacknya yang enak... itu saja, posisi hotelnya strategis banget karena di jalan Malioboro dan dekat dengan stasiun kereta tugu.",Positif
360,4/5,"22-25 Agustus(4D3N): Hotel ini terletak tepat di Jalan Malioboro, sehingga dekat dengan tempat wisata. Meskipun saya ragu untuk menginap di sini karena mungkin berisik di dekat jalan yang sibuk, saya membaca ulasan dari beberapa tamu yang mengatakan bukan itu masalahnya. Benar saja, saat saya menginap di hotel ini tidak berisik karena semua kamar tidak menghadap ke jalan utama. Padahal, letak lobinya tidak tepat di depan jalan utama melainkan di pinggir jalan belakang kafe hotel mereka. Resepsi mereka ada di lantai 8. Seseorang dapat melewati kafe menuju lobi lift yang terletak di belakang kafe. Kemudahan lainnya adalah di sebelah hotel ada Malioboro Mall, terdapat restoran seperti KFC, McD dan Western food, dan juga Watson's jika kehabisan perlengkapan mandi, dan masih banyak toko lainnya. Di Jalan Malioboro banyak sekali makanannya. Untuk sarapan, sebagian besar makanannya lokal dan satu bagian menyajikan makanan Barat sederhana tapi tidak banyak. Dan jika Anda harus meninggalkan hotel pagi-pagi sebelum waktu sarapan, Anda dapat memesan sarapan sehari sebelumnya di resepsionis dan memberi tahu mereka kapan Anda ingin mengambil sarapan keesokan paginya. Kemudian keesokan paginya, Anda dapat mengambil sarapan dari resepsionis. Kamar dan kamar mandinya bersih dan rapi. Fasilitas yang tersedia bagus. Stafnya ramah dan membantu. Pelayanannya bagus.",Positif
